2025-05-31 01:20:13 | ERROR    | aih.utils.database:get_connection:116 - Database error: no such table: artifacts
2025-06-13 10:16:40 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 10:16:41 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 10:17:38 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 10:17:39 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 10:17:39 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 10:17:39 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 10:17:40 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 10:17:40 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 10:17:40 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 10:17:40 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 10:17:41 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 10:17:41 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 10:17:42 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 10:18:39 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 10:18:39 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 10:18:39 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 10:18:40 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 10:18:40 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 10:18:41 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 10:18:43 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 10:18:43 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 10:18:44 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 10:18:45 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 10:18:45 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 10:19:40 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 10:19:40 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 10:19:40 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 10:19:40 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 10:19:41 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 10:19:41 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 10:19:43 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 10:19:43 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 10:19:44 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 10:19:45 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 10:19:46 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 10:20:40 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 10:20:41 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 10:20:41 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 10:20:41 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 10:20:42 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 10:20:42 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 10:20:44 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 10:20:45 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 10:20:46 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 10:20:46 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 10:20:47 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 10:21:41 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 10:21:41 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 10:21:41 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 10:21:41 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 10:21:42 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 10:21:42 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 10:21:44 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 10:21:45 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 10:21:46 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 10:21:46 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 10:21:47 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 12:09:14 | ERROR    | scripts.manual_entry.manual_entry_processor:extract_youtube_transcript:90 - YouTube transcript extraction failed: HTTPSConnectionPool(host='www.youtube.com', port=443): Max retries exceeded with url: /watch?v=ciX_iFGyS0M (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x120a34560>: Failed to resolve 'www.youtube.com' ([Errno 8] nodename nor servname provided, or not known)"))
2025-06-13 12:09:14 | ERROR    | scripts.manual_entry.manual_entry_processor:extract_youtube_transcript:90 - YouTube transcript extraction failed: HTTPSConnectionPool(host='www.youtube.com', port=443): Max retries exceeded with url: /watch?v=ciX_iFGyS0M (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x120a7c2c0>: Failed to resolve 'www.youtube.com' ([Errno 8] nodename nor servname provided, or not known)"))
2025-06-13 12:09:20 | ERROR    | scripts.manual_entry.manual_entry_processor:extract_youtube_transcript:90 - YouTube transcript extraction failed: HTTPSConnectionPool(host='www.youtube.com', port=443): Max retries exceeded with url: /watch?v=kLfYlFKfgw0 (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x120a8fd40>: Failed to resolve 'www.youtube.com' ([Errno 8] nodename nor servname provided, or not known)"))
2025-06-13 12:09:24 | ERROR    | scripts.manual_entry.manual_entry_processor:extract_youtube_transcript:90 - YouTube transcript extraction failed: HTTPSConnectionPool(host='www.youtube.com', port=443): Max retries exceeded with url: /watch?v=M0tq_xL04n0 (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x120ae0c20>: Failed to resolve 'www.youtube.com' ([Errno 8] nodename nor servname provided, or not known)"))
2025-06-13 12:09:26 | ERROR    | scripts.manual_entry.manual_entry_processor:extract_youtube_transcript:90 - YouTube transcript extraction failed: HTTPSConnectionPool(host='www.youtube.com', port=443): Max retries exceeded with url: /watch?v=UzJ_HZ9qw14 (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x120aba3f0>: Failed to resolve 'www.youtube.com' ([Errno 8] nodename nor servname provided, or not known)"))
2025-06-13 12:09:27 | ERROR    | scripts.manual_entry.manual_entry_processor:extract_youtube_transcript:90 - YouTube transcript extraction failed: HTTPSConnectionPool(host='www.youtube.com', port=443): Max retries exceeded with url: /watch?v=Gr52Otxvx6A (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x120af5be0>: Failed to resolve 'www.youtube.com' ([Errno 8] nodename nor servname provided, or not known)"))
2025-06-13 12:09:29 | ERROR    | scripts.manual_entry.manual_entry_processor:extract_youtube_transcript:90 - YouTube transcript extraction failed: HTTPSConnectionPool(host='www.youtube.com', port=443): Max retries exceeded with url: /watch?v=JMYQmGfTltY (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x120ae0770>: Failed to resolve 'www.youtube.com' ([Errno 8] nodename nor servname provided, or not known)"))
2025-06-13 12:09:46 | ERROR    | scripts.manual_entry.manual_entry_processor:ai_categorize_content:221 - AI categorization failed: Connection error.
2025-06-13 12:09:46 | ERROR    | scripts.manual_entry.manual_entry_processor:ai_categorize_content:221 - AI categorization failed: Connection error.
2025-06-13 12:09:47 | ERROR    | scripts.manual_entry.manual_entry_processor:ai_categorize_content:221 - AI categorization failed: Connection error.
2025-06-13 12:09:47 | ERROR    | scripts.manual_entry.manual_entry_processor:ai_categorize_content:221 - AI categorization failed: Connection error.
2025-06-13 12:09:47 | ERROR    | scripts.manual_entry.manual_entry_processor:ai_categorize_content:221 - AI categorization failed: Connection error.
2025-06-13 12:09:47 | ERROR    | scripts.manual_entry.manual_entry_processor:ai_categorize_content:221 - AI categorization failed: Connection error.
2025-06-13 12:09:47 | ERROR    | scripts.manual_entry.manual_entry_processor:ai_categorize_content:221 - AI categorization failed: Connection error.
2025-06-13 12:09:47 | ERROR    | scripts.manual_entry.manual_entry_processor:ai_categorize_content:221 - AI categorization failed: Connection error.
2025-06-13 12:09:47 | ERROR    | scripts.manual_entry.manual_entry_processor:ai_categorize_content:221 - AI categorization failed: Connection error.
2025-06-13 12:09:47 | ERROR    | scripts.manual_entry.manual_entry_processor:ai_categorize_content:221 - AI categorization failed: Connection error.
2025-06-13 12:09:52 | ERROR    | scripts.manual_entry.manual_entry_processor:ai_categorize_content:221 - AI categorization failed: Connection error.
2025-06-13 12:09:54 | ERROR    | scripts.manual_entry.manual_entry_processor:ai_categorize_content:221 - AI categorization failed: Connection error.
2025-06-13 12:09:56 | ERROR    | scripts.manual_entry.manual_entry_processor:ai_categorize_content:221 - AI categorization failed: Connection error.
2025-06-13 14:50:38 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 14:50:39 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 14:50:40 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 14:50:41 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 14:50:41 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 15:10:49 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 15:10:49 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 15:10:50 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 15:10:51 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 15:10:52 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 15:10:53 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 15:10:54 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 15:10:54 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 15:10:55 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 15:10:56 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 15:11:49 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 15:11:49 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 15:11:50 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 15:11:51 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 15:11:52 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 15:11:53 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 15:11:54 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 15:11:54 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 15:11:55 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 15:11:56 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 15:11:57 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 15:12:51 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 15:12:52 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 15:12:53 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 15:12:54 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 15:12:54 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 15:12:55 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 15:12:56 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 15:12:57 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 15:12:58 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 15:12:58 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 15:12:59 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 15:13:54 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 15:13:54 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 15:13:55 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 15:13:56 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 15:13:57 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 15:13:58 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 15:13:59 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 15:14:00 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 15:14:01 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 15:14:02 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 15:14:02 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 15:14:55 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 15:14:57 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 15:14:58 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 15:14:59 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 15:14:59 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 15:15:00 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 15:15:01 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 15:15:02 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 15:15:03 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 15:15:03 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 15:15:04 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 15:15:58 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
